complaint,emotion
Food served in the college mess in Vellore tasted rotten and caused stomach upset.,urgency
"No doctor available at local PHC in next to the metro station, Bengaluru.",urgency
Food poisoning cases reported after eating at vegetable stall in Kolkata.,urgency
Food poisoning cases reported after eating at tea stall in Trichy.,urgency
"No doctor available at local PHC in outside the school, Guwahati.",urgency
"No doctor available at local PHC in outside the school, Indore.",urgency
"Ambulance delays causing panic in in our colony, Thiruvananthapuram.",urgency
"Ambulance delays causing panic in in the municipal ward, Chennai.",urgency
"No doctor available at the nearby PHC during emergency in inside the hostel, Patna.",urgency
Food poisoning cases reported after eating at tea stall in Madurai.,urgency
"Vegetables sold at the local market in inside the hostel, Nagpur appear rotten and overpriced.",urgency
"No drinking water supplied to the flats in in our colony, Thiruvananthapuram.",urgency
"No drinking water supplied to the flats in in the municipal ward, Mumbai.",urgency
"No drinking water supplied to the flats in near the market, Vellore.",urgency
"No drinking water supplied to the flats in outside the school, Pune.",urgency
"No water supply since morning in behind the apartment, Bhopal.",urgency
"No water supply since morning in beside the park, Bhopal.",urgency
"No water supply since morning in by the lake, Nagpur.",urgency
Food poisoning cases reported after eating at ration shop in Mangalore.,urgency
Food poisoning cases reported after eating at ration shop in Kolkata.,urgency
"No water supply since morning in in the municipal ward, Patna.",urgency
"No water supply since morning in near the market, Mysuru.",urgency
"No water supply since morning in near the railway station, Indore.",urgency
"No doctor available at local PHC in beside the park, Indore.",urgency
"Overflowing drain in next to the metro station, Pune attracting insects.",urgency
"Overflowing drain in opposite the hospital, Nagpur attracting insects.",urgency
Vegetables in the in our colony market of Chennai were rotten and overpriced.,urgency
Vegetables in the by the lake market of Visakhapatnam were rotten and overpriced.,urgency
"Packaged milk from the dhabha in in our colony, Patna seems diluted.",urgency
Expired snacks being sold by the restaurant in Lucknow.,urgency
"Packaged milk from the dhabha in outside the school, Visakhapatnam seems diluted.",urgency
"Packaged milk from the milkman in in our colony, Thiruvananthapuram seems diluted.",urgency
Expired snacks being sold by the restaurant in Delhi.,urgency
Vegetables in the beside the park market of Coimbatore were rotten and overpriced.,urgency
Expired snacks being sold by the ration shop in Bhopal.,urgency
"Street lights on the main road in by the lake, Patna are not working; it's very dark at night.",urgency
Expired snacks being sold by the milkman in Mumbai.,urgency
Patient not moved because ambulance took too long to arrive from outside the school.,urgency
"People dump plastic waste in the empty plot near at the bus stop, Trichy.",urgency
"People dump plastic waste in the empty plot near in our colony, Delhi.",urgency
Vegetables in the behind the apartment market of Pune were rotten and overpriced.,urgency
Expired snacks being sold by the mess in Lucknow.,urgency
Expired snacks being sold by the mess in Bengaluru.,urgency
Expired snacks being sold by the local shop in Bhopal.,urgency
"People dump plastic waste in the empty plot near outside the school, Vellore.",urgency
"People dumping plastic near the empty plot in at the bus stop, Thiruvananthapuram.",urgency
Expired snacks being sold by the fruit seller in Coimbatore.,urgency
Expired snacks being sold by the dhabha in Thiruvananthapuram.,urgency
Vegetables in the at the bus stop market of Thiruvananthapuram were rotten and overpriced.,urgency
Expired snacks being sold by the dhabha in Madurai.,urgency
"People dumping plastic near the empty plot in inside the hostel, Chennai.",urgency
"Auto drivers are overcharging and harassing passengers near beside the park, Delhi.",urgency
Eve-teasing incidents happen regularly on outside the school road in Lucknow.,urgency
"People dumping plastic near the empty plot in near the market, Trichy.",urgency
"People dumping plastic near the empty plot in next to the metro station, Madurai.",urgency
Expired snacks being sold by the street vendor in Mangalore.,urgency
"Ambulance delays causing panic in near the railway station, Mysuru.",urgency
"Overspeeding vehicles causing danger near outside the school, Indore.",urgency
"Ambulance delays causing panic in opposite the hospital, Mysuru.",urgency
"Ambulance delays causing panic in near the railway station, Vellore.",urgency
Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,urgency
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,urgency
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,urgency
"Ambulance delays causing panic in near the temple, Mysuru.",urgency
Overhead tank in near the market hasn't been cleaned; water tastes strange.,urgency
Food package from fruit seller had tampered expiry date.,urgency
"Ambulance delays causing panic in next to the metro station, Kochi.",urgency
Overhead tank in on the main road hasn't been cleaned; water tastes strange.,urgency
Food package from dhabha had tampered expiry date.,urgency
Food package from dhabha had tampered expiry date.,urgency
Food package from dhabha had tampered expiry date.,urgency
Food package from dhabha had tampered expiry date.,urgency
Overhead tank in our building hasn't been cleaned for months in Lucknow.,urgency
Overhead tank in our building hasn't been cleaned for months in Nagpur.,urgency
Overhead tank in our building hasn't been cleaned for months in Nagpur.,urgency
Overhead tank in our building hasn't been cleaned for months in Pune.,urgency
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,urgency
"Ambulance delays causing panic in next to the metro station, Visakhapatnam.",urgency
Food package from bakery had tampered expiry date.,urgency
"Overspeeding vehicles causing danger near by the lake, Madurai.",urgency
"Expired spices were used in the ration shop at on the main road, Lucknow.",urgency
"Overspeeding vehicles causing danger near in the municipal ward, Patna.",urgency
"Overspeeding vehicles causing danger near inside the hostel, Pune.",urgency
"Overspeeding vehicles causing danger near near the market, Delhi.",urgency
"Overspeeding vehicles causing danger near near the railway station, Trichy.",urgency
"Ambulance delays causing panic in on the main road, Surat.",urgency
Vegetables in the in our colony market of Guwahati were rotten and overpriced.,urgency
"Overspeeding vehicles causing danger near next to the metro station, Bengaluru.",urgency
Expired snacks being sold by the street vendor in Surat.,urgency
"Garbage collection delayed for days in behind the apartment, Trichy.",urgency
"No doctor available at local PHC in behind the apartment, Trichy.",urgency
"Ambulance delays causing panic in by the lake, Vellore.",urgency
"Illegal parking blocking emergency access at behind the apartment, Kochi.",urgency
"Illegal parking blocking emergency access at by the lake, Madurai.",urgency
"Illegal parking blocking emergency access at in our colony, Hyderabad.",urgency
"Illegal parking blocking emergency access at in our colony, Patna.",urgency
"Garbage truck skipped collection for a week in next to the metro station, Vellore.",urgency
"Illegal parking blocking emergency access at inside the hostel, Patna.",urgency
"Garbage truck skipped collection for a week in next to the metro station, Mumbai.",urgency
"Illegal parking blocking emergency access at near the market, Kochi.",urgency
"Illegal parking blocking emergency access at near the railway station, Coimbatore.",urgency
"Water tanker skipped our street in in the municipal ward, causing shortage.",urgency
"Garbage truck skipped collection for a week in next to the metro station, Hyderabad.",urgency
"Illegal parking blocking emergency access at near the railway station, Kolkata.",urgency
