complaint,category
Tap water in inside the hostel of Kolkata has been discolored and smells bad for two days.,water
Tap water in inside the hostel of Kochi has been muddy and smells foul.,water
Tap water in in the municipal ward of Visakhapatnam has been discolored and smells bad for two days.,water
Tap water in in the municipal ward of Thiruvananthapuram has been discolored and smells bad for two days.,water
Tap water in inside the hostel of Nagpur has been discolored and smells bad for two days.,water
Tap water in in the municipal ward of Surat has been muddy and smells foul.,water
Tap water in in the municipal ward of Mysuru has been muddy and smells foul.,water
Tap water in in the municipal ward of Mumbai has been muddy and smells foul.,water
Tap water in in the municipal ward of Lucknow has been muddy and smells foul.,water
Tap water in in the municipal ward of Jaipur has been muddy and smells foul.,water
Tap water in in the municipal ward of Delhi has been muddy and smells foul.,water
Tap water in in our colony of Nagpur has been discolored and smells bad for two days.,water
Tap water in in the municipal ward of Surat has been muddy and smells foul.,water
Tap water in in our colony of Kolkata has been muddy and smells foul.,water
Tap water in inside the hostel of Pune has been muddy and smells foul.,water
Tap water in near the market of Bhopal has been muddy and smells foul.,water
Tap water in near the railway station of Guwahati has been muddy and smells foul.,water
Tap water in near the railway station of Guwahati has been muddy and smells foul.,water
Tap water in near the railway station of Guwahati has been muddy and smells foul.,water
Tap water in near the railway station of Delhi has been muddy and smells foul.,water
Tap water in near the railway station of Chennai has been muddy and smells foul.,water
Tap water in near the market of Patna has been muddy and smells foul.,water
Tap water in inside the hostel of Visakhapatnam has been muddy and smells foul.,water
Tap water in near the market of Mumbai has been muddy and smells foul.,water
Tap water in near the market of Kolkata has been muddy and smells foul.,water
Tap water in near the market of Kolkata has been muddy and smells foul.,water
Tap water in near the market of Kochi has been muddy and smells foul.,water
Tap water in near the market of Guwahati has been muddy and smells foul.,water
Tap water in near the market of Delhi has been muddy and smells foul.,water
Tap water in near the market of Delhi has been discolored and smells bad for two days.,water
Tap water in near the market of Mangalore has been muddy and smells foul.,water
"No water supply since morning in at the bus stop, Mangalore.",water
"No water supply since morning in at the bus stop, Mumbai.",water
"No water supply since morning in at the bus stop, Surat.",water
Standing water near the road in near the temple after small rain; mosquitoes breeding.,water
Standing water near the road in near the temple after small rain; mosquitoes breeding.,water
Standing water near the road in on the main road after small rain; mosquitoes breeding.,water
Standing water near the road in outside the school after small rain; mosquitoes breeding.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water
Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water
Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water
Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water
Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water
Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water
Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water
Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water
Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water
Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water
Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water
Standing water near the road in near the market after small rain; mosquitoes breeding.,water
Overhead tank in beside the park hasn't been cleaned; water tastes strange.,water
Overhead tank in beside the park hasn't been cleaned; water tastes strange.,water
Overhead tank in beside the park hasn't been cleaned; water tastes strange.,water
Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water
Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water
Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water
Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water
Overhead tank in beside the park hasn't been cleaned; water tastes strange.,water
Standing water near the road in near the market after small rain; mosquitoes breeding.,water
Standing water near the road in near the market after small rain; mosquitoes breeding.,water
Standing water near the road in inside the hostel after small rain; mosquitoes breeding.,water
Stagnant water near outside the school creating mosquito breeding conditions.,water
Stagnant water near opposite the hospital creating mosquito breeding conditions.,water
Stagnant water near opposite the hospital creating mosquito breeding conditions.,water
Stagnant water near opposite the hospital creating mosquito breeding conditions.,water
Stagnant water near on the main road creating mosquito breeding conditions.,water
