,complaint,category,emotion,department
3951,"Street lights are not functioning in opposite the hospital, Patna; unsafe at night.",safety,urgency,Police
3952,"Street lights are not functioning in opposite the hospital, Thiruvananthapuram; unsafe at night.",safety,anger,Police
3953,"Street lights are not functioning in outside the school, Indore; unsafe at night.",safety,worry,Police
3954,"Street lights are not functioning in outside the school, Vellore; unsafe at night.",safety,neutral,Police
3955,"Street lights on the main road in at the bus stop, Delhi are not working; it's very dark at night.",safety,sadness,Police
3956,"Street lights on the main road in beside the park, Guwahati are not working; it's very dark at night.",safety,concern,Police
3957,"Street lights on the main road in beside the park, Lucknow are not working; it's very dark at night.",safety,neutral,Police
3958,"Street lights on the main road in by the lake, Madurai are not working; it's very dark at night.",safety,neutral,Police
3959,"Street lights on the main road in by the lake, Patna are not working; it's very dark at night.",safety,urgency,Police
3960,"Street lights on the main road in in our colony, Jaipur are not working; it's very dark at night.",safety,frustration,Police
3961,"Street lights on the main road in in our colony, Pune are not working; it's very dark at night.",safety,urgency,Police
3962,"Street lights on the main road in in our colony, Thiruvananthapuram are not working; it's very dark at night.",safety,urgency,Police
3963,"Street lights on the main road in in the municipal ward, Bengaluru are not working; it's very dark at night.",safety,concern,Police
3964,"Street lights on the main road in in the municipal ward, Guwahati are not working; it's very dark at night.",safety,disgust,Police
3965,"Street lights on the main road in inside the hostel, Trichy are not working; it's very dark at night.",safety,anger,Police
3966,"Street lights on the main road in inside the hostel, Vellore are not working; it's very dark at night.",safety,sadness,Police
3967,"Street lights on the main road in inside the hostel, Vellore are not working; it's very dark at night.",safety,worry,Police
3968,"Street lights on the main road in inside the hostel, Visakhapatnam are not working; it's very dark at night.",safety,concern,Police
3969,"Street lights on the main road in near the market, Visakhapatnam are not working; it's very dark at night.",safety,worry,Police
3970,"Street lights on the main road in near the temple, Guwahati are not working; it's very dark at night.",safety,worry,Police
3971,"Street lights on the main road in outside the school, Visakhapatnam are not working; it's very dark at night.",safety,anger,Police
3972,"Street local shop cooking in unhygienic conditions in behind the apartment, Pune.",food,anger,Food Safety Dept.
3973,"Street local shop cooking in unhygienic conditions in beside the park, Surat.",food,sadness,Food Safety Dept.
3974,"Street local shop cooking in unhygienic conditions in by the lake, Kolkata.",food,anger,Food Safety Dept.
3975,"Street local shop cooking in unhygienic conditions in by the lake, Mysuru.",food,urgency,Food Safety Dept.
3976,"Street local shop cooking in unhygienic conditions in in our colony, Thiruvananthapuram.",food,sadness,Food Safety Dept.
3977,"Street local shop cooking in unhygienic conditions in in the municipal ward, Indore.",food,sadness,Food Safety Dept.
3978,"Street local shop cooking in unhygienic conditions in in the municipal ward, Pune.",food,frustration,Food Safety Dept.
3979,"Street local shop cooking in unhygienic conditions in next to the metro station, Chennai.",food,frustration,Food Safety Dept.
3980,"Street local shop cooking in unhygienic conditions in on the main road, Thiruvananthapuram.",food,worry,Food Safety Dept.
3981,Street local shop is preparing food with dirty utensils in Jaipur.,food,neutral,Food Safety Dept.
3982,"Street mess cooking in unhygienic conditions in at the bus stop, Kolkata.",food,concern,Food Safety Dept.
3983,"Street mess cooking in unhygienic conditions in inside the hostel, Bhopal.",food,concern,Food Safety Dept.
3984,"Street mess cooking in unhygienic conditions in next to the metro station, Bhopal.",food,worry,Food Safety Dept.
3985,"Street mess cooking in unhygienic conditions in next to the metro station, Pune.",food,disgust,Food Safety Dept.
3986,"Street mess cooking in unhygienic conditions in opposite the hospital, Trichy.",food,concern,Food Safety Dept.
3987,"Street milkman cooking in unhygienic conditions in at the bus stop, Kolkata.",food,disgust,Food Safety Dept.
3988,"Street milkman cooking in unhygienic conditions in at the bus stop, Madurai.",food,neutral,Food Safety Dept.
3989,"Street milkman cooking in unhygienic conditions in at the bus stop, Trichy.",food,urgency,Food Safety Dept.
3990,"Street milkman cooking in unhygienic conditions in beside the park, Thiruvananthapuram.",food,concern,Food Safety Dept.
3991,"Street milkman cooking in unhygienic conditions in near the railway station, Surat.",food,worry,Food Safety Dept.
3992,"Street milkman cooking in unhygienic conditions in near the temple, Madurai.",food,concern,Food Safety Dept.
3993,"Street milkman cooking in unhygienic conditions in outside the school, Mangalore.",food,worry,Food Safety Dept.
3994,Street milkman is preparing food with dirty utensils in Hyderabad.,food,anger,Food Safety Dept.
3995,Street milkman is preparing food with dirty utensils in Mumbai.,food,worry,Food Safety Dept.
3996,"Street ration shop cooking in unhygienic conditions in beside the park, Kochi.",food,worry,Food Safety Dept.
3997,"Street ration shop cooking in unhygienic conditions in in our colony, Guwahati.",food,worry,Food Safety Dept.
3998,"Street ration shop cooking in unhygienic conditions in in our colony, Hyderabad.",food,anger,Food Safety Dept.
3999,"Street ration shop cooking in unhygienic conditions in opposite the hospital, Hyderabad.",food,anger,Food Safety Dept.
4000,Street ration shop is preparing food with dirty utensils in Guwahati.,food,urgency,Food Safety Dept.
4001,Street ration shop is preparing food with dirty utensils in Patna.,food,anger,Food Safety Dept.
4002,Street ration shop is preparing food with dirty utensils in Pune.,food,neutral,Food Safety Dept.
4003,Street ration shop is preparing food with dirty utensils in Pune.,food,worry,Food Safety Dept.
4004,Street ration shop is preparing food with dirty utensils in Thiruvananthapuram.,food,urgency,Food Safety Dept.
4005,"Street restaurant cooking in unhygienic conditions in behind the apartment, Mysuru.",food,disgust,Food Safety Dept.
4006,"Street restaurant cooking in unhygienic conditions in by the lake, Mangalore.",food,sadness,Food Safety Dept.
4007,"Street restaurant cooking in unhygienic conditions in in our colony, Hyderabad.",food,disgust,Food Safety Dept.
4008,"Street restaurant cooking in unhygienic conditions in near the railway station, Lucknow.",food,frustration,Food Safety Dept.
4009,"Street restaurant cooking in unhygienic conditions in on the main road, Chennai.",food,urgency,Food Safety Dept.
4010,"Street restaurant cooking in unhygienic conditions in on the main road, Mumbai.",food,concern,Food Safety Dept.
4011,"Street restaurant cooking in unhygienic conditions in outside the school, Thiruvananthapuram.",food,anger,Food Safety Dept.
4012,Street restaurant is preparing food with dirty utensils in Kolkata.,food,sadness,Food Safety Dept.
4013,Street restaurant is preparing food with dirty utensils in Lucknow.,food,frustration,Food Safety Dept.
4014,"Street street vendor cooking in unhygienic conditions in by the lake, Bhopal.",food,concern,Food Safety Dept.
4015,"Street street vendor cooking in unhygienic conditions in by the lake, Delhi.",food,neutral,Food Safety Dept.
4016,"Street street vendor cooking in unhygienic conditions in inside the hostel, Guwahati.",food,urgency,Food Safety Dept.
4017,"Street street vendor cooking in unhygienic conditions in near the market, Coimbatore.",food,frustration,Food Safety Dept.
4018,"Street street vendor cooking in unhygienic conditions in next to the metro station, Mysuru.",food,anger,Food Safety Dept.
4019,"Street street vendor cooking in unhygienic conditions in opposite the hospital, Delhi.",food,neutral,Food Safety Dept.
4020,"Street street vendor cooking in unhygienic conditions in opposite the hospital, Thiruvananthapuram.",food,worry,Food Safety Dept.
4021,Street street vendor is preparing food with dirty utensils in Delhi.,food,frustration,Food Safety Dept.
4022,Street street vendor is preparing food with dirty utensils in Jaipur.,food,frustration,Food Safety Dept.
4023,Street street vendor is preparing food with dirty utensils in Lucknow.,food,neutral,Food Safety Dept.
4024,Street street vendor is preparing food with dirty utensils in Visakhapatnam.,food,neutral,Food Safety Dept.
4025,"Street tea stall cooking in unhygienic conditions in behind the apartment, Kolkata.",food,worry,Food Safety Dept.
4026,"Street tea stall cooking in unhygienic conditions in behind the apartment, Lucknow.",food,neutral,Food Safety Dept.
4027,"Street tea stall cooking in unhygienic conditions in behind the apartment, Mangalore.",food,disgust,Food Safety Dept.
4028,"Street tea stall cooking in unhygienic conditions in by the lake, Lucknow.",food,disgust,Food Safety Dept.
4029,"Street tea stall cooking in unhygienic conditions in inside the hostel, Jaipur.",food,worry,Food Safety Dept.
4030,"Street tea stall cooking in unhygienic conditions in inside the hostel, Mumbai.",food,urgency,Food Safety Dept.
4031,Street tea stall is preparing food with dirty utensils in Bengaluru.,food,sadness,Food Safety Dept.
4032,Street tea stall is preparing food with dirty utensils in Nagpur.,food,disgust,Food Safety Dept.
4033,Street tea stall is preparing food with dirty utensils in Trichy.,food,worry,Food Safety Dept.
4034,"Street vegetable stall cooking in unhygienic conditions in at the bus stop, Pune.",food,neutral,Food Safety Dept.
4035,"Street vegetable stall cooking in unhygienic conditions in in our colony, Nagpur.",food,anger,Food Safety Dept.
4036,"Street vegetable stall cooking in unhygienic conditions in in the municipal ward, Patna.",food,worry,Food Safety Dept.
4037,"Street vegetable stall cooking in unhygienic conditions in near the market, Jaipur.",food,disgust,Food Safety Dept.
